reported,type,quantity,net_length,rope_length,latitude,longitude
2019-05-21,CASIER/CAGE - TRAP/POT,1,0,0,47.4688888888889,-61.3408333333333
2019-05-21,CASIER/CAGE - TRAP/POT,7,0,0,46.4852777777778,-62.0166666666667
2019-05-14,CASIER/CAGE - TRAP/POT,1,0,450,47.5583333333333,-63.5416666666667
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,47.1730555555556,-63.9502777777778
2019-05-11,CASIER/CAGE - TRAP/POT,1,0,0,46.4769444444444,-62.4166666666667
2019-05-13,CASIER/CAGE - TRAP/POT,1,0,0,47.83,-63.7083333333333
2019-05-10,CASIER/CAGE - TRAP/POT,1,0,0,47.7052777777778,-61.5852777777778
2019-05-16,CASIER/CAGE - TRAP/POT,16,0,4000,46.7688888888889,-61.5405555555556
2019-05-14,CASIER/CAGE - TRAP/POT,1,0,0,47.1952777777778,-63.9397222222222
2019-05-18,CASIER/CAGE - TRAP/POT,4,0,250,47.4569444444444,-64.8358333333333
2019-05-22,CASIER/CAGE - TRAP/POT,1,0,0,14.3844444444444,-29.9169444444444
2019-05-21,CASIER/CAGE - TRAP/POT,1,0,0,45.7494444444444,-62.2544444444444
2019-05-19,CASIER/CAGE - TRAP/POT,1,0,225,48.0355555555556,-63.5772222222222
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,70,49.4005555555556,-79.9355555555556
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,500,47.4855555555556,-62.4077777777778
2019-05-22,CASIER/CAGE - TRAP/POT,1,0,0,46.6852777777778,-63.825
2019-05-22,CASIER/CAGE - TRAP/POT,1,0,0,46.7386111111111,-63.9875
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,47.4766666666667,-61.3525
2019-05-19,CASIER/CAGE - TRAP/POT,1,0,500,47.9186111111111,-63.3380555555556
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,450,47.7980555555556,-63.0286111111111
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,1,14.2777777777778,-29.5388888888889
2019-05-19,CASIER/CAGE - TRAP/POT,1,0,550,47.95,-62.765
2019-05-21,CASIER/CAGE - TRAP/POT,1,0,0,47.7980555555556,-61.2386111111111
2019-05-10,CASIER/CAGE - TRAP/POT,1,0,0,47.3202777777778,-61.6
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,47.3075,-61.5838888888889
2019-05-17,CASIER/CAGE - TRAP/POT,1,0,120,48.1161111111111,-64.2705555555556
2019-05-19,CASIER/CAGE - TRAP/POT,1,0,500,47.9091666666667,-63.7575
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,46.0936111111111,-61.9969444444444
2019-05-13,CASIER/CAGE - TRAP/POT,1,0,420,48.1852777777778,-63.4566666666667
2019-05-13,CASIER/CAGE - TRAP/POT,1,0,420,48.1916666666667,-63.4708333333333
2019-05-17,CASIER/CAGE - TRAP/POT,5,0,540,45.9044444444444,-62.8055555555556
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,47.2205555555556,-64.9858333333333
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,47.2030555555556,-65.0019444444444
2019-05-17,CASIER/CAGE - TRAP/POT,2,70,70,45.8841666666667,-63.5469444444444
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,46.6855555555556,-63.8522222222222
2019-05-23,CASIER/CAGE - TRAP/POT,6,0,684,46.9783333333333,-63.8930555555556
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,120,46.7233333333333,-63.8272222222222
2019-05-13,CASIER/CAGE - TRAP/POT,1,0,0,46.9916666666667,-62.8430555555556
2019-05-10,CASIER/CAGE - TRAP/POT,1,0,450,46.7830555555556,-61.7825
2019-05-11,CASIER/CAGE - TRAP/POT,1,0,450,46.7502777777778,-61.4997222222222
2019-05-11,CASIER/CAGE - TRAP/POT,1,0,450,46.8586111111111,-61.9080555555556
2019-05-14,CASIER/CAGE - TRAP/POT,1,0,0,46.8758333333333,-61.905
2019-05-10,CASIER/CAGE - TRAP/POT,1,0,450,46.7819444444444,-61.7663888888889
2019-05-10,CASIER/CAGE - TRAP/POT,1,0,450,46.7497222222222,-61.4963888888889
2019-05-08,CASIER/CAGE - TRAP/POT,1,0,450,46.7727777777778,-61.7163888888889
2019-05-12,CASIER/CAGE - TRAP/POT,1,0,100,48.0833333333333,-63.6416666666667
2019-05-21,CASIER/CAGE - TRAP/POT,1,0,0,47.3219444444444,-62.0725
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,600,47.785,-63.0375
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,600,47.9061111111111,-62.7763888888889
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,450,47.3541666666667,-63.2316666666667
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,47.4333333333333,-63.3352777777778
2019-05-22,CASIER/CAGE - TRAP/POT,1,0,0,47.8180555555556,-62.85
2019-05-17,CASIER/CAGE - TRAP/POT,1,0,450,47.5872222222222,-63.4583333333333
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,480,47.5941666666667,-63.1852777777778
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,480,47.5113888888889,-63.2108333333333
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,90,45.7183333333333,-60.22
2019-05-21,CASIER/CAGE - TRAP/POT,1,0,500,47.1547222222222,-62.6088888888889
2019-05-18,CASIER/CAGE - TRAP/POT,1,0,450,47.8397222222222,-63.8763888888889
2019-05-18,CASIER/CAGE - TRAP/POT,1,0,450,47.8347222222222,-63.8841666666667
2019-05-18,CASIER/CAGE - TRAP/POT,1,0,450,47.7177777777778,-63.1363888888889
2019-05-26,CASIER/CAGE - TRAP/POT,1,0,400,47.1952777777778,-61.0477777777778
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,47.5605555555556,-61.2613888888889
2019-05-04,CASIER/CAGE - TRAP/POT,1,0,450,47.5436111111111,-63.2888888888889
2019-05-24,CASIER/CAGE - TRAP/POT,2,0,450,47.4775,-62.5569444444444
2019-05-25,CASIER/CAGE - TRAP/POT,1,0,0,46.8480555555556,-63.9919444444444
2019-05-26,CASIER/CAGE - TRAP/POT,1,0,0,46.4855555555556,-62.1847222222222
2019-05-25,CASIER/CAGE - TRAP/POT,1,0,0,47.0527777777778,-64.6702777777778
2019-05-26,CASIER/CAGE - TRAP/POT,1,0,420,47.4005555555556,-63.1883333333333
2019-05-25,CASIER/CAGE - TRAP/POT,2,0,0,46.8958333333333,-64.3105555555556
2019-05-22,CASIER/CAGE - TRAP/POT,7,0,300,48.0169444444444,-64.4072222222222
2019-05-26,CASIER/CAGE - TRAP/POT,6,0,540,46.2069444444444,-62.1863888888889
2019-05-26,CASIER/CAGE - TRAP/POT,7,0,600,48.0586111111111,-64.4525
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,72,47.0075,-60.4927777777778
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,100,47.0044444444444,-60.4552777777778
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,47.5044444444444,-61.9419444444444
2019-05-25,CASIER/CAGE - TRAP/POT,6,0,0,46.4838888888889,-62.1183333333333
2019-05-20,CASIER/CAGE - TRAP/POT,5,0,50,47.6666666666667,-64.5805555555555
2019-05-14,CASIER/CAGE - TRAP/POT,6,0,660,46.5027777777778,-62.4088888888889
2019-05-19,CASIER/CAGE - TRAP/POT,1,0,420,47.3252777777778,-63.6375
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,450,47.2247222222222,-63.0666666666667
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,450,47.6425,-63.5794444444444
2019-05-16,CASIER/CAGE - TRAP/POT,7,0,200,47.9969444444444,-64.3522222222222
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,47.7888888888889,-61.3480555555556
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,47.7888888888889,-61.3480555555556
2019-05-25,CASIER/CAGE - TRAP/POT,1,0,0,46.87,-63.9597222222222
2019-05-14,CASIER/CAGE - TRAP/POT,25,0,0,45.2183333333333,-65.0205555555556
2019-05-14,CASIER/CAGE - TRAP/POT,25,0,0,47.2858333333333,-64.9516666666667
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,432,47.1186111111111,-63.2538888888889
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,47.6436111111111,-62.5597222222222
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,300,47.335,-63.1155555555556
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,450,47.4388888888889,-63.4694444444444
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,450,47.4688888888889,-63.5197222222222
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,450,47.3441666666667,-63.6097222222222
2019-05-25,CASIER/CAGE - TRAP/POT,1,0,450,47.2705555555556,-63.6391666666667
2019-05-25,CASIER/CAGE - TRAP/POT,1,0,450,47.3430555555556,-63.5105555555556
2019-05-24,CASIER/CAGE - TRAP/POT,20,0,600,46.5025,-60.4333333333333
2019-05-28,CASIER/CAGE - TRAP/POT,5,0,426,46.3705555555556,-61.2730555555556
2019-05-21,CASIER/CAGE - TRAP/POT,5,0,312,46.7538888888889,-60.8247222222222
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,46.8222222222222,-64.0111111111111
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,0,45.2077777777778,-61.0736111111111
2019-05-22,CASIER/CAGE - TRAP/POT,3,0,132,46.5591666666667,-60.8063888888889
2019-05-21,CASIER/CAGE - TRAP/POT,3,0,0,46.0802777777778,-59.8530555555556
2019-05-10,CASIER/CAGE - TRAP/POT,6,0,0,48.0233333333333,-61.4172222222222
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,300,47.425,-62.4888888888889
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,450,47.0722222222222,-62.47
2019-05-21,CASIER/CAGE - TRAP/POT,20,0,1200,46.8711111111111,-60.2280555555556
2019-05-26,CASIER/CAGE - TRAP/POT,4,0,75,44.7866666666667,-62.7647222222222
2019-05-14,CASIER/CAGE - TRAP/POT,1,0,0,45.6630555555556,-61.7452777777778
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,380,47.4927777777778,-62.5233333333333
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,450,47.4341666666667,-62.5805555555556
2019-05-17,CASIER/CAGE - TRAP/POT,1,0,360,47.5772222222222,-62.5025
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,480,47.8366666666667,-62.9733333333333
2019-05-25,CASIER/CAGE - TRAP/POT,1,0,480,47.6436111111111,-62.4852777777778
2019-05-25,CASIER/CAGE - TRAP/POT,1,0,480,47.7686111111111,-62.5219444444444
2019-05-28,CASIER/CAGE - TRAP/POT,1,100,100,47.7172222222222,-62.6197222222222
2019-05-28,CASIER/CAGE - TRAP/POT,2,0,0,46.4855555555556,-62.1019444444444
2019-05-29,CASIER/CAGE - TRAP/POT,3,0,0,46.5183333333333,-62.05
2019-05-17,CASIER/CAGE - TRAP/POT,1,0,450,47.4227777777778,-63.5158333333333
2019-05-17,CASIER/CAGE - TRAP/POT,1,0,450,47.4066666666667,-63.5419444444444
2019-05-28,CASIER/CAGE - TRAP/POT,6,0,0,46.4677777777778,-62.0525
2019-05-22,CASIER/CAGE - TRAP/POT,3,0,0,47.4516666666667,-64.8636111111111
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,450,47.2044444444444,-63.0502777777778
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,450,47.2372222222222,-63.0808333333333
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,47.4136111111111,-61.9516666666667
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,0,46.1852777777778,-62.1188888888889
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,46.5197222222222,-61.0938888888889
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,498,47.9552777777778,-63.2888888888889
2019-05-10,CASIER/CAGE - TRAP/POT,2,0,60,47.0902777777778,-61.2197222222222
2019-05-21,CASIER/CAGE - TRAP/POT,3,0,60,46.3166666666667,-62.6047222222222
2019-05-21,CASIER/CAGE - TRAP/POT,3,0,60,46.6116666666667,-62.6538888888889
2019-05-07,CASIER/CAGE - TRAP/POT,1,0,0,46.6175,-61.9672222222222
2019-05-21,CASIER/CAGE - TRAP/POT,1,0,0,46.5627777777778,-60.4
2019-05-29,CASIER/CAGE - TRAP/POT,1,0,0,46.8741666666667,-63.9669444444444
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,450,47.8316666666667,-62.8225
2019-05-29,CASIER/CAGE - TRAP/POT,1,0,0,46.1841666666667,-62.2844444444444
2019-05-29,CASIER/CAGE - TRAP/POT,1,0,0,47.3380555555556,-63.2197222222222
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,0,47.3225,-63.1863888888889
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,47.4216666666667,-63.1355555555556
2019-05-22,CASIER/CAGE - TRAP/POT,1,0,110,47.0977777777778,-59.8327777777778
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,30,46.3738888888889,-61.2580555555556
2019-05-26,CASIER/CAGE - TRAP/POT,1,0,500,47.9958333333333,-63.4486111111111
2019-05-29,CASIER/CAGE - TRAP/POT,1,0,450,47.8413888888889,-63.3872222222222
2019-05-29,CASIER/CAGE - TRAP/POT,1,0,450,47.1683333333333,-62.7694444444444
2019-05-29,CASIER/CAGE - TRAP/POT,1,0,450,47.1269444444444,-62.8005555555556
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,0,47.4391666666667,-61.9352777777778
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,0,48.0702777777778,-61.7722222222222
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,450,48.0605555555556,-61.7930555555556
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,450,47.2166666666667,-63.5880555555556
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,0,47.1716666666667,-62.7066666666667
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,400,47.3805555555556,-63.125
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,0,46.9002777777778,-63.9575
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,0,47.33,-62.0455555555556
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,0,47.4933333333333,-61.3922222222222
2019-05-25,CASIER/CAGE - TRAP/POT,1,0,80,47.1777777777778,-61.0916666666667
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,480,47.2783333333333,-62.5941666666667
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,480,47.2872222222222,-62.6391666666667
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,500,47.7886111111111,-62.4772222222222
2019-05-31,CASIER/CAGE - TRAP/POT,6,0,540,46.2086111111111,-62.1891666666667
2019-05-31,CASIER/CAGE - TRAP/POT,7,0,600,46.2002777777778,-62.2558333333333
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,45.8202777777778,-63.2613888888889
2019-05-24,CASIER/CAGE - TRAP/POT,2,0,50,45.8244444444444,-63.2338888888889
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,450,48.1025,-63.5136111111111
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,450,47.9727777777778,-63.3644444444444
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,450,47.97,-63.3722222222222
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,49.0191666666667,-67.0263888888889
2019-05-21,CASIER/CAGE - TRAP/POT,1,0,0,47.8927777777778,-64.4769444444444
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,47.9797222222222,-63.5527777777778
2019-05-25,CASIER/CAGE - TRAP/POT,1,0,0,47.4991666666667,-64.8541666666667
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,47.8583333333333,-63.795
2019-05-20,CASIER/CAGE - TRAP/POT,5,0,540,47.455,-61.4819444444444
2019-05-17,CASIER/CAGE - TRAP/POT,5,0,540,47.4616666666667,-61.4663888888889
2019-05-19,CASIER/CAGE - TRAP/POT,1,0,450,46.8408333333333,-62.2405555555556
2019-05-19,CASIER/CAGE - TRAP/POT,1,0,450,46.7886111111111,-61.5361111111111
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,47.8405555555556,-65.0877777777778
2019-05-06,CASIER/CAGE - TRAP/POT,1,0,400,47.3566666666667,-63.5658333333333
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,450,47.4286111111111,-62.6686111111111
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,45.8202777777778,-63.2613888888889
2019-05-24,CASIER/CAGE - TRAP/POT,2,0,50,45.8244444444444,-63.2338888888889
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,46.5005555555556,-62.3169444444444
2019-05-21,CASIER/CAGE - TRAP/POT,12,0,246,46.5755555555556,-63.7088888888889
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,45.1955555555556,-61.1575
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,45.2013888888889,-61.1861111111111
2019-05-26,CASIER/CAGE - TRAP/POT,1,0,0,46.4933333333333,-63.3077777777778
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,0,45.4222222222222,-61.0275
2019-06-02,CASIER/CAGE - TRAP/POT,1,0,0,45.4863888888889,-61.0722222222222
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,432,47.5241666666667,-62.5875
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,432,47.5161111111111,-62.5672222222222
2019-05-09,CASIER/CAGE - TRAP/POT,1,0,450,47.5166666666667,-63.7691666666667
2019-05-07,CASIER/CAGE - TRAP/POT,1,0,450,47.5933333333333,-63.6425
2019-05-07,CASIER/CAGE - TRAP/POT,1,0,450,47.6208333333333,-63.6133333333333
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,0,46.8447222222222,-64.0052777777778
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,0,46.9083333333333,-63.9161111111111
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,0,46.8438888888889,-63.9822222222222
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,0,46.8455555555556,-63.9844444444444
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,0,46.9233333333333,-63.9552777777778
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,500,47.9958333333333,-63.4486111111111
2019-06-01,CASIER/CAGE - TRAP/POT,6,0,540,46.1930555555556,-62.2008333333333
2019-06-01,CASIER/CAGE - TRAP/POT,6,0,540,46.2055555555556,-62.1886111111111
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,600,47.8183333333333,-62.9461111111111
2019-06-01,CASIER/CAGE - TRAP/POT,1,0,600,47.8247222222222,-62.9058333333333
2019-06-02,CASIER/CAGE - TRAP/POT,2,0,30,15.9208333333333,-30.1372222222222
2019-05-21,CASIER/CAGE - TRAP/POT,1,0,0,47.3219444444444,-62.0725
2019-05-24,CASIER/CAGE - TRAP/POT,6,0,0,46.5016666666667,-62.2355555555556
2019-05-24,CASIER/CAGE - TRAP/POT,0,0,0,46.5002777777778,-62.2352777777778
2019-05-24,CASIER/CAGE - TRAP/POT,0,0,0,46.535,-62.25
2019-06-03,CASIER/CAGE - TRAP/POT,1,0,0,46.8880555555556,-63.9680555555556
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,0,47.6588888888889,-63.6088888888889
2019-05-01,CASIER/CAGE - TRAP/POT,6,0,0,45.9175,-62.2677777777778
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,450,46.7177777777778,-61.4933333333333
2019-05-21,CASIER/CAGE - TRAP/POT,10,0,600,46.3888888888889,-60.2516666666667
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,0,47.0672222222222,-63.9691666666667
2019-06-04,CASIER/CAGE - TRAP/POT,1,0,550,48.2166666666667,-63.5522222222222
2019-05-17,CASIER/CAGE - TRAP/POT,1,0,480,47.3936111111111,-62.4775
2019-05-19,CASIER/CAGE - TRAP/POT,1,0,498,47.4236111111111,-62.5486111111111
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,498,47.9861111111111,-61.7908333333333
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,498,47.9747222222222,-61.7869444444444
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,498,47.9758333333333,-61.8077777777778
2019-05-24,CASIER/CAGE - TRAP/POT,1,0,498,47.9661111111111,-61.8183333333333
2019-05-19,CASIER/CAGE - TRAP/POT,1,0,498,47.4236111111111,-62.5486111111111
2019-05-24,CASIER/CAGE - TRAP/POT,20,0,3000,49.0088888888889,-67.0130555555556
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,47.9691666666667,-64.4555555555556
2019-05-22,CASIER/CAGE - TRAP/POT,57,0,4500,46.5666666666667,-63.69
2019-05-28,CASIER/CAGE - TRAP/POT,5,0,360,46.8433333333333,-60.8044444444444
2019-06-03,CASIER/CAGE - TRAP/POT,1,0,0,46.4688888888889,-61.9355555555556
2019-06-04,CASIER/CAGE - TRAP/POT,1,0,5,47.9894444444444,-64.5708333333333
2019-05-22,CASIER/CAGE - TRAP/POT,2,0,96,46.8769444444444,-60.4066666666667
2019-06-04,CASIER/CAGE - TRAP/POT,1,0,0,47.4477777777778,-61.9994444444444
2019-05-28,CASIER/CAGE - TRAP/POT,1,0,0,47.6858333333333,-63.4266666666667
2019-06-04,CASIER/CAGE - TRAP/POT,1,0,0,47.1225,-63.1672222222222
2019-05-26,CASIER/CAGE - TRAP/POT,2,0,0,47.7672222222222,-65.3277777777778
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,0,47.8441666666667,-65.1805555555556
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,0,47.6916666666667,-65.2888888888889
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,0,46.9347222222222,-63.0161111111111
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,0,46.9933333333333,-62.9847222222222
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,0,47.2525,-63.7097222222222
2019-05-30,CASIER/CAGE - TRAP/POT,1,0,0,46.9619444444444,-62.9908333333333
2019-06-05,CASIER/CAGE - TRAP/POT,1,0,0,46.8880555555556,-63.9680555555556
2019-05-28,CASIER/CAGE - TRAP/POT,3,0,0,47.0383333333333,-60.5436111111111
2019-05-13,CASIER/CAGE - TRAP/POT,30,0,5400,45.98,-63.2588888888889
2019-06-03,CASIER/CAGE - TRAP/POT,1,0,498,47.9872222222222,-63.6827777777778
2019-06-03,CASIER/CAGE - TRAP/POT,1,0,498,48.0952777777778,-63.7808333333333
2019-06-05,CASIER/CAGE - TRAP/POT,1,0,600,47.8122222222222,-62.9555555555556
2019-05-30,CASIER/CAGE - TRAP/POT,2,0,780,47.1536111111111,-63.2658333333333
2019-05-30,CASIER/CAGE - TRAP/POT,2,0,780,47.165,-63.235
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,450,46.8497222222222,-62.1930555555556
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,450,46.8516666666667,-62.2555555555556
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,440,46.835,-61.9508333333333
